CustomerID,Country,FirstPurchaseDate,LastPurchaseDate,NumInvoices,TotalUnits,TotalSpend,UniqueProducts,FavoriteStockCode,FavoriteProductDescription,FavoriteCategory,AvgOrderValue,RecencyDays,CustomerTenureDays,AvgUnitsPerInvoice,SpendPerProduct,PurchaseFrequency,RecencyRatio,DiversityRatio,TopCategoryShare,CategoryDiversity,Share_StorageBags,Share_GeneralGifts,Share_HomeDecor,Share_KitchenDining,Share_StationeryCrafts,CountryGroup,ValueSegment
12346,United Kingdom,2009-12-14 08:34:00,2011-01-18 10:01:00,12,74285,77556.46,27,TEST001,This is a test product.,General Gifts,6463.038333333334,326,400,6190.416666666667,2872.4614814814818,0.03,0.815,0.00036346503331762805,0.9990576832469543,4,0.0,0.0009019317493437437,0.0,0.9990576832469543,0.0,UK,High
12347,Iceland,2010-10-31 14:20:00,2011-12-07 15:52:00,8,3286,5633.32,126,84558A,3D DOG PICTURE PLAYING CARDS,General Gifts,704.165,2,402,410.75,44.708888888888886,0.01990049751243781,0.004975124378109453,0.03834449178332319,0.35118685331710287,9,0.256238587948874,0.35118685331710287,0.11199026171637248,0.09373097991479001,0.05538648813146683,Europe,High
12348,Finland,2010-09-27 14:59:00,2011-09-25 13:13:00,5,2714,2019.4,25,POST,POSTAGE,General Gifts,403.88,75,362,542.8,80.77600000000001,0.013812154696132596,0.20718232044198895,0.009211495946941784,0.447310243183493,5,0.2829771554900516,0.447310243183493,0.13706705969049374,0.0,0.12822402358142962,Europe,High
12349,Italy,2010-04-29 13:20:00,2011-11-21 09:51:00,4,1624,4428.69,138,22555,PLASTERS IN TIN STRONGMAN,General Gifts,1107.1725,19,570,406.0,32.09195652173913,0.007017543859649123,0.03333333333333333,0.08497536945812807,0.25,8,0.1791871921182266,0.25,0.1520935960591133,0.19027093596059114,0.16071428571428573,Europe,High
12350,Norway,2011-02-02 16:01:00,2011-02-02 16:01:00,1,197,334.4,17,21908,CHOCOLATE THIS WAY METAL SIGN,General Gifts,334.4,310,1,197.0,19.670588235294115,1.0,310.0,0.08629441624365482,0.583756345177665,3,0.18274111675126903,0.583756345177665,0.0,0.233502538071066,0.0,Europe,Low
12351,Unspecified,2010-11-29 15:23:00,2010-11-29 15:23:00,1,261,300.93,21,22707,WRAP MONSTER FUN,Kitchen & Dining,300.93,375,1,261.0,14.33,1.0,375.0,0.08045977011494253,0.5747126436781609,5,0.022988505747126436,0.1532567049808429,0.04597701149425287,0.20306513409961685,0.5747126436781609,Rest of World,Low
12352,Norway,2010-11-12 10:20:00,2011-11-03 14:37:00,10,724,2849.84,70,POST,POSTAGE,General Gifts,284.98400000000004,36,356,72.4,40.712,0.028089887640449437,0.10112359550561797,0.09668508287292818,0.3798342541436464,6,0.1712707182320442,0.3798342541436464,0.26933701657458564,0.12430939226519337,0.024861878453038673,Europe,High
12353,Bahrain,2010-10-27 12:44:00,2011-05-19 17:47:00,2,212,406.76,23,37450,CERAMIC CAKE BOWL + HANGING CAKES,General Gifts,203.38,204,204,106.0,17.68521739130435,0.00980392156862745,1.0,0.10849056603773585,0.3018867924528302,5,0.05660377358490566,0.3018867924528302,0.2830188679245283,0.24528301886792453,0.11320754716981132,Rest of World,Low
12354,Spain,2011-04-21 13:11:00,2011-04-21 13:11:00,1,530,1079.4,58,23201,JUMBO BAG ALPHABET,Storage & Bags,1079.4,232,1,530.0,18.610344827586207,1.0,232.0,0.10943396226415095,0.41132075471698115,7,0.23018867924528302,0.08113207547169811,0.07358490566037736,0.41132075471698115,0.0,Europe,Medium
12355,Bahrain,2010-05-21 11:59:00,2011-05-09 13:49:00,2,543,947.61,35,22513,DOORSTOP FOOTBALL DESIGN,Kitchen & Dining,473.805,214,353,271.5,27.074571428571428,0.0056657223796034,0.6062322946175638,0.06445672191528545,0.39779005524861877,7,0.06629834254143646,0.39779005524861877,0.1141804788213628,0.15653775322283608,0.13259668508287292,Rest of World,Medium
12356,Portugal,2010-10-11 09:42:00,2011-11-17 08:40:00,6,3417,6373.68,104,22423,REGENCY CAKESTAND 3 TIER,Kitchen & Dining,1062.28,23,401,569.5,61.285384615384615,0.014962593516209476,0.057356608478802994,0.030436055019022534,0.26251097453906935,8,0.19783435762364648,0.11706175007316359,0.26251097453906935,0.20251682762657303,0.11150131694468832,Europe,High
12357,Switzerland,2010-11-16 10:05:00,2011-11-06 16:07:00,3,6587,18287.66,261,22029,CARD CIRCUS PARADE,General Gifts,6095.886666666666,33,355,2195.6666666666665,70.06766283524904,0.008450704225352112,0.09295774647887324,0.03962350083497799,0.3336875664187035,8,0.10399271291938667,0.3336875664187035,0.11446789130104752,0.23349020798542583,0.0036435403066646423,Europe,High
12358,Austria,2009-12-08 07:59:00,2011-12-08 10:26:00,5,1079,3887.07,56,15056N,EDWARDIAN PARASOL NATURAL,General Gifts,777.414,2,730,215.8,69.41196428571429,0.00684931506849315,0.0027397260273972603,0.051899907321594066,0.6987951807228916,7,0.0685820203892493,0.6987951807228916,0.05004633920296571,0.11677479147358666,0.05004633920296571,Europe,High
12359,Cyprus,2009-12-05 13:32:00,2011-10-13 12:47:00,10,2752,8935.94,305,22423,REGENCY CAKESTAND 3 TIER,General Gifts,893.5939999999998,58,676,275.2,29.29816393442623,0.014792899408284023,0.08579881656804733,0.11082848837209303,0.3390261627906977,9,0.16787790697674418,0.3390261627906977,0.024709302325581394,0.19876453488372092,0.18095930232558138,Europe,High
12360,Austria,2010-02-22 09:32:00,2011-10-18 15:22:00,8,2459,4252.89,160,POST,POSTAGE,Storage & Bags,531.6112499999999,52,603,307.375,26.580562500000003,0.013266998341625208,0.08623548922056384,0.06506710044733631,0.2505083367222448,9,0.2505083367222448,0.15778771858479057,0.055713704758031724,0.12850752338348922,0.1268808458723058,Europe,High
12361,Belgium,2010-01-26 14:37:00,2011-02-25 13:51:00,4,235,511.25,18,POST,POSTAGE,Storage & Bags,127.8125,287,394,58.75,28.40277777777778,0.01015228426395939,0.7284263959390863,0.07659574468085106,0.9829787234042553,2,0.9829787234042553,0.01702127659574468,0.0,0.0,0.0,Europe,Medium
12362,Belgium,2009-12-01 10:10:00,2011-12-06 15:40:00,11,2230,5356.23,201,POST,POSTAGE,Storage & Bags,486.92999999999995,3,735,202.72727272727272,26.64791044776119,0.014965986394557823,0.004081632653061225,0.09013452914798206,0.38923766816143496,9,0.38923766816143496,0.19013452914798207,0.07488789237668161,0.12152466367713005,0.04484304932735426,Europe,High
12363,Unspecified,2011-04-11 13:29:00,2011-08-22 10:18:00,2,408,552.0,23,20685,DOORMAT RED RETROSPOT,Storage & Bags,276.0,110,132,204.0,24.0,0.015151515151515152,0.8333333333333334,0.056372549019607844,0.47058823529411764,7,0.47058823529411764,0.014705882352941176,0.3088235294117647,0.058823529411764705,0.08823529411764706,Rest of World,Medium
12364,Belgium,2011-08-19 15:24:00,2011-12-02 10:22:00,4,1506,1313.1,70,POST,POSTAGE,Kitchen & Dining,328.275,8,104,376.5,18.75857142857143,0.038461538461538464,0.07692307692307693,0.04648074369189907,0.19787516600265603,8,0.15670650730411687,0.06440903054448871,0.1394422310756972,0.15205843293492696,0.19787516600265603,Europe,Medium
12365,Cyprus,2011-02-21 13:51:00,2011-02-21 14:04:00,2,174,641.38,22,22128,PARTY CONES CANDY ASSORTED,General Gifts,320.69,291,1,87.0,29.153636363636362,2.0,291.0,0.12643678160919541,0.26436781609195403,7,0.06896551724137931,0.16666666666666666,0.08620689655172414,0.20689655172413793,0.06896551724137931,Europe,Medium
12366,Cyprus,2010-03-16 10:28:00,2010-03-16 10:28:00,1,296,500.24,3,21135,VICTORIAN  METAL POSTCARD SPRING,Kids & Toys,500.24,634,1,296.0,166.74666666666667,1.0,634.0,0.010135135135135136,0.35135135135135137,3,0.0,0.32432432432432434,0.0,0.0,0.0,Europe,Medium
12367,Denmark,2011-12-05 16:48:00,2011-12-05 16:48:00,1,173,168.9,11,85227,SET OF 6 3D KIT CARDS FOR KIDS,Storage & Bags,168.9,4,1,173.0,15.354545454545455,1.0,4.0,0.06358381502890173,0.5028901734104047,4,0.2774566473988439,0.005780346820809248,0.0,0.0,0.5028901734104047,Europe,Low
12368,Cyprus,2010-03-21 15:56:00,2010-03-21 15:56:00,1,330,917.6999999999999,18,48187,DOOR MAT NEW ENGLAND,Kitchen & Dining,917.6999999999999,628,1,330.0,50.98333333333333,1.0,628.0,0.05454545454545454,0.2606060606060606,6,0.2606060606060606,0.13333333333333333,0.24242424242424243,0.21818181818181817,0.07272727272727272,Europe,Medium
12369,Austria,2010-03-08 08:09:00,2010-10-22 13:13:00,3,1241,1791.15,90,POST,POSTAGE,Storage & Bags,597.05,413,228,413.6666666666667,19.901666666666667,0.013157894736842105,1.8114035087719298,0.072522159548751,0.27800161160354553,9,0.27800161160354553,0.15471394037066882,0.09347300564061241,0.009669621273166801,0.18775181305398872,Europe,High
12370,Cyprus,2010-02-09 09:41:00,2011-10-19 14:51:00,7,2605,4320.31,168,POST,POSTAGE,Home Decor,617.1871428571428,51,617,372.14285714285717,25.716130952380954,0.011345218800648298,0.08265802269043761,0.06449136276391555,0.38272552783109404,8,0.058349328214971206,0.3412667946257198,0.38272552783109404,0.09021113243761997,0.03685220729366603,Europe,High
12371,Switzerland,2010-03-04 18:23:00,2011-10-26 10:16:00,5,1436,4067.38,134,POST,POSTAGE,General Gifts,813.476,45,600,287.2,30.35358208955224,0.008333333333333333,0.075,0.09331476323119778,0.35724233983286907,8,0.09749303621169916,0.35724233983286907,0.20264623955431754,0.23328690807799443,0.0,Europe,High
12372,Denmark,2011-02-16 12:46:00,2011-09-29 12:12:00,3,794,1298.04,34,22630,DOLLY GIRL LUNCH BOX,Storage & Bags,432.68,72,224,264.6666666666667,38.17764705882353,0.013392857142857142,0.32142857142857145,0.042821158690176324,0.5566750629722922,5,0.5566750629722922,0.02518891687657431,0.030226700251889168,0.0,0.22040302267002518,Europe,Medium
12373,Austria,2010-02-04 12:08:00,2011-02-01 13:10:00,3,516,1127.65,36,POST,POSTAGE,Storage & Bags,375.8833333333334,311,362,172.0,31.323611111111113,0.008287292817679558,0.8591160220994475,0.06976744186046512,0.7732558139534884,5,0.7732558139534884,0.03682170542635659,0.0,0.16279069767441862,0.0,Europe,Medium
12374,Austria,2010-04-30 14:01:00,2011-11-14 15:37:00,4,1362,2989.2200000000003,79,22326,ROUND SNACK BOXES SET OF 4 FRUITS,Storage & Bags,747.3050000000001,25,563,340.5,37.83822784810127,0.007104795737122558,0.04440497335701599,0.05800293685756241,0.39720998531571217,8,0.39720998531571217,0.14096916299559473,0.0315712187958884,0.2276064610866373,0.007342143906020558,Europe,High
12375,Finland,2011-09-02 14:23:00,2011-11-29 10:36:00,2,178,457.5,14,23200,JUMBO BAG PEARS,Storage & Bags,228.75,11,87,89.0,32.67857142857143,0.022988505747126436,0.12643678160919541,0.07865168539325842,0.8089887640449438,4,0.8089887640449438,0.011235955056179775,0.0,0.11235955056179775,0.0,Europe,Low
12376,Switzerland,2010-10-18 08:42:00,2010-11-15 12:15:00,2,240,503.15,11,79000,MOROCCAN TEA GLASS,Kitchen & Dining,251.575,390,28,120.0,45.74090909090909,0.07142857142857142,13.928571428571429,0.04583333333333333,0.6125,3,0.09166666666666666,0.6125,0.0,0.29583333333333334,0.0,Europe,Medium
12377,Switzerland,2010-04-29 15:34:00,2011-01-28 15:45:00,4,2105,3426.32,129,22107,PIZZA PLATE IN BOX,Storage & Bags,856.58,315,274,526.25,26.560620155038762,0.014598540145985401,1.1496350364963503,0.061282660332541566,0.20760095011876484,8,0.20760095011876484,0.1524940617577197,0.16057007125890738,0.19144893111638955,0.04560570071258908,Europe,High
12378,Switzerland,2010-05-26 14:07:00,2011-08-02 10:34:00,2,3316,5416.32,281,22326,PACK OF 6 SKULL PAPER CUPS,General Gifts,2708.16,130,432,1658.0,19.275160142348753,0.004629629629629629,0.30092592592592593,0.08474065138721351,0.35796139927623644,9,0.18214716525934863,0.35796139927623644,0.08383594692400483,0.19451145958986732,0.04010856453558504,Europe,High
12379,Belgium,2010-06-23 12:49:00,2011-09-19 10:09:00,4,815,1620.22,58,POST,POSTAGE,Storage & Bags,405.055,82,452,203.75,27.934827586206897,0.008849557522123894,0.18141592920353983,0.07116564417177915,0.5595092024539877,7,0.5595092024539877,0.11533742331288344,0.026993865030674847,0.12024539877300613,0.1656441717791411,Europe,Medium
12380,Belgium,2010-02-15 12:05:00,2011-11-18 11:27:00,11,3355,9676.300000000001,156,POST,POSTAGE,Storage & Bags,879.6636363636364,22,640,305.0,62.02756410256411,0.0171875,0.034375,0.04649776453055142,0.5150521609538004,9,0.5150521609538004,0.24709388971684054,0.058420268256333834,0.03397913561847988,0.04769001490312966,Europe,High
12381,Norway,2011-08-12 09:57:00,2011-12-05 12:44:00,5,808,1845.31,70,POST,POSTAGE,General Gifts,369.062,5,115,161.6,26.361571428571427,0.043478260869565216,0.043478260869565216,0.08663366336633663,0.37376237623762376,8,0.3032178217821782,0.37376237623762376,0.04455445544554455,0.06683168316831684,0.04455445544554455,Europe,High
12383,Belgium,2010-12-22 14:28:00,2011-06-08 08:02:00,5,1532,1850.56,84,POST,POSTAGE,Kitchen & Dining,370.11199999999997,185,167,306.4,22.03047619047619,0.029940119760479042,1.1077844311377245,0.05483028720626632,0.2402088772845953,8,0.1716710182767624,0.21148825065274152,0.08616187989556136,0.1409921671018277,0.13315926892950392,Europe,High
12384,Switzerland,2011-08-10 11:23:00,2011-11-11 08:39:00,2,126,585.27,26,POST,POSTAGE,General Gifts,292.635,29,92,63.0,22.510384615384616,0.021739130434782608,0.31521739130434784,0.20634920634920634,0.36507936507936506,5,0.36507936507936506,0.3333333333333333,0.09523809523809523,0.1746031746031746,0.0,Europe,Medium
12385,Belgium,2010-11-25 15:14:00,2010-11-25 15:14:00,1,612,1938.4,65,22846,BREAD BIN DINER STYLE RED,Storage & Bags,1938.4,379,1,612.0,29.821538461538463,1.0,379.0,0.10620915032679738,0.5294117647058824,6,0.5294117647058824,0.20915032679738563,0.03594771241830065,0.14705882352941177,0.0,Europe,High
12386,Australia,2010-12-08 09:53:00,2011-01-06 12:37:00,2,568,660.8,10,22567,20 DOLLY PEGS RETROSPOT,Storage & Bags,330.4,338,29,284.0,66.08,0.06896551724137931,11.655172413793103,0.017605633802816902,0.4225352112676056,6,0.11971830985915492,0.24647887323943662,0.0,0.4225352112676056,0.0,Rest of World,Medium
12387,Australia,2010-10-20 16:27:00,2010-10-20 16:27:00,1,134,143.94,9,22540,MINI JIGSAW CIRCUS PARADE,Kids & Toys,143.94,415,1,134.0,15.993333333333332,1.0,415.0,0.06716417910447761,0.8059701492537313,4,0.08955223880597014,0.0,0.08955223880597014,0.0,0.0,Rest of World,Low
12388,Australia,2010-05-06 12:54:00,2011-11-24 12:30:00,8,2001,3901.11,83,47590B,PINK HAPPY BIRTHDAY BUNTING,Home Decor,487.63875,16,566,250.125,47.00132530120482,0.014134275618374558,0.028268551236749116,0.04147926036981509,0.3188405797101449,8,0.14742628685657172,0.09395302348825588,0.3188405797101449,0.2673663168415792,0.017991004497751123,Rest of World,High
12389,Australia,2010-02-22 10:15:00,2010-11-02 11:52:00,3,614,1433.33,41,22432,WATERING CAN PINK BUNNY,Storage & Bags,477.77666666666664,403,253,204.66666666666666,34.95926829268293,0.011857707509881422,1.592885375494071,0.06677524429967427,0.2752442996742671,7,0.2752442996742671,0.20846905537459284,0.019543973941368076,0.0,0.04071661237785016,Rest of World,Medium
12390,Belgium,2011-09-21 09:33:00,2011-09-21 09:33:00,1,353,549.84,32,23126,FELTCRAFT GIRL AMELIE KIT,Kids & Toys,549.84,80,1,353.0,17.1825,1.0,80.0,0.0906515580736544,0.28328611898017,6,0.22662889518413598,0.14447592067988668,0.0679886685552408,0.10198300283286119,0.17563739376770537,Europe,Medium
12391,Cyprus,2010-02-15 10:12:00,2011-11-18 12:07:00,6,1220,2773.42,241,21733,RED HANGING HEART T-LIGHT HOLDER,General Gifts,462.2366666666667,22,641,203.33333333333334,11.507966804979253,0.0093603744149766,0.0343213728549142,0.19754098360655736,0.1721311475409836,9,0.1377049180327869,0.1581967213114754,0.1721311475409836,0.15655737704918032,0.15655737704918032,Europe,High
12392,Australia,2010-04-27 14:04:00,2010-04-27 14:04:00,1,73,234.75000000000003,7,22175,PINK OWL SOFT TOY,Kids & Toys,234.75000000000003,591,1,73.0,33.53571428571429,1.0,591.0,0.0958904109589041,0.7397260273972602,3,0.0,0.0958904109589041,0.1643835616438356,0.0,0.0,Rest of World,Low
12393,Australia,2010-10-07 13:49:00,2011-09-28 15:41:00,6,1311,2399.4500000000003,63,20726,LUNCH BAG WOODLAND,Storage & Bags,399.9083333333333,72,356,218.5,38.08650793650794,0.016853932584269662,0.20224719101123595,0.04805491990846682,0.631578947368421,9,0.631578947368421,0.12051868802440885,0.0030511060259344014,0.009153318077803204,0.004576659038901602,Rest of World,High
12394,Belgium,2011-05-06 14:01:00,2011-10-07 08:08:00,2,819,1272.48,26,POST,POSTAGE,Storage & Bags,636.24,64,153,409.5,48.941538461538464,0.013071895424836602,0.41830065359477125,0.031746031746031744,0.8327228327228328,5,0.8327228327228328,0.013431013431013432,0.04395604395604396,0.08791208791208792,0.0,Europe,Medium
12395,Belgium,2010-04-16 10:16:00,2011-11-20 15:21:00,15,3733,5067.27,145,POST,POSTAGE,Storage & Bags,337.81800000000004,19,583,248.86666666666667,34.94668965517241,0.025728987993138937,0.032590051457975985,0.03884275381730511,0.5756763996785427,8,0.5756763996785427,0.11706402357353335,0.0667023841414412,0.008572193945888026,0.11893919099919635,Europe,High
12396,RSA,2010-02-03 13:22:00,2010-02-03 13:22:00,1,591,931.43,65,85049F,BABY BOOM RIBBONS,Kitchen & Dining,931.43,674,1,591.0,14.329692307692307,1.0,674.0,0.10998307952622674,0.25380710659898476,7,0.1353637901861252,0.10321489001692047,0.1353637901861252,0.2098138747884941,0.25380710659898476,Rest of World,Medium
12397,Belgium,2011-07-27 14:21:00,2011-11-04 09:52:00,2,1263,2409.9,110,22423,ALARM CLOCK BAKELIKE GREEN,Storage & Bags,1204.9499999999998,36,99,631.5,21.90818181818182,0.020202020202020204,0.36363636363636365,0.08709422011084719,0.2826603325415677,8,0.2826603325415677,0.24386381631037213,0.0498812351543943,0.13143309580364212,0.03642121931908155,Europe,High
